,ENGINE_COOLANT_TEMP,AMBIENT_AIR_TEMP,ENGINE_LOAD,MAF,THROTTLE_POS,SPEED,ENGINE_RPM,FUEL_LEVEL,LOG_ENGINE_RPM,LOG_MAF
97,82.0,4.0,53.7,9.93,28.6,29.0,1255,55.7,7.134890852362697,2.295560578762011
452,84.0,9.0,100.0,61.86,83.5,90.0,2980,49.0,7.99967857983502,4.1248737834224585
602,86.0,13.0,100.0,107.93,83.5,74.0,5126,37.3,8.5420809071191,4.68148287810252
273,83.0,4.0,20.0,3.72,18.8,13.0,901,54.5,6.803505258718216,1.3137239371022231
259,83.0,4.0,33.3,4.76,22.0,29.0,972,54.9,6.879355805489245,1.56024787832734
182,83.0,4.0,36.5,4.27,20.4,0.0,801,55.3,6.685860948316798,1.4516140614325432
349,82.0,4.0,22.4,2.32,20.0,45.0,1308,53.3,7.176254532781671,0.8415676167126085
346,83.0,3.0,18.0,5.39,23.1,55.0,1967,51.8,7.584264818897448,1.6845455704496457
303,87.0,4.0,40.4,4.54,20.8,0.0,793,54.5,6.675823222895882,1.5129272323175496
14,88.0,4.0,21.6,3.81,19.2,34.0,1098,58.4,7.001245622980223,1.3376294516057667
377,85.0,7.0,49.8,10.76,28.6,52.0,1702,50.6,7.439559309720863,2.3758356476704368
490,86.0,9.0,100.0,46.71,83.1,65.0,2429,42.7,7.795234929413865,3.843958295922708
244,82.0,4.0,40.0,6.73,25.1,31.0,1160,56.1,7.056175284962479,1.906575292245036
579,88.0,13.0,100.0,51.42,45.1,45.0,2654,36.9,7.883823215268943,3.940027221285429
532,86.0,11.0,39.2,74.39,49.8,132.0,3689,44.7,8.213110697867751,4.309321537645917
0,95.0,4.0,42.0,4.73,21.6,0.0,807,56.1,6.693323669509106,1.5539254139203098
419,83.0,9.0,19.6,9.23,27.5,59.0,3068,48.2,8.028781162813091,2.222459156857117
656,97.0,14.0,100.0,78.18,67.5,91.0,3816,46.7,8.246958032830232,4.359013873155804
66,84.0,4.0,85.1,11.55,30.6,23.0,935,55.7,6.840546530358206,2.446685523547885
413,84.0,8.0,83.1,24.68,34.9,77.0,2016,51.4,7.608870629687291,3.205993239555825
365,83.0,3.0,20.0,5.94,23.9,54.0,2058,51.4,7.629489916879903,1.781709301724708
619,97.0,14.0,100.0,78.18,67.5,91.0,3816,46.7,8.246958032830232,4.359013873155804
676,95.0,15.0,49.4,25.28,34.5,98.0,3419,47.1,8.137103389931784,3.230013608835618
113,83.0,4.0,46.3,8.38,26.7,36.0,1199,56.1,7.089243155861543,2.125848033825726
700,100.0,15.0,18.0,6.71,25.5,50.0,2468,44.7,7.811163385430465,1.903599100014876
552,88.0,12.0,100.0,101.16,83.5,150.0,4897,49.0,8.496378051906524,4.616703431687094
588,88.0,12.0,100.0,102.06,63.9,154.0,5063,48.2,8.52971447216742,4.625560885433983
363,91.0,7.0,100.0,39.9,43.5,73.0,2237,52.5,7.712890961937156,3.686376348958474
468,87.0,9.0,99.2,28.05,37.3,13.0,1797,48.2,7.493873887340042,3.3339886676193284
716,91.0,16.0,17.3,7.93,28.6,86.0,2910,43.9,7.975908360509181,2.0706531617501533
262,82.0,4.0,36.1,5.24,23.1,33.0,1070,55.3,6.975413928390531,1.6563216891726271
368,83.0,4.0,20.0,9.32,30.2,76.0,2341,52.9,7.758333467918079,2.232162735993631
417,83.0,8.0,24.3,8.33,28.2,40.0,1561,46.7,7.353081921156047,2.1198635762267632
99,83.0,4.0,23.9,1.98,17.6,31.0,933,55.3,6.838405201919155,0.6830973497568213
223,82.0,4.0,20.4,5.51,23.5,38.0,1848,56.9,7.521859252742755,1.70656480465301
151,83.0,4.0,37.6,4.08,20.4,13.0,789,54.9,6.670766322113302,1.4060972335140796
148,83.0,4.0,37.6,8.27,26.7,30.0,1501,56.1,7.313886832299684,2.112634629954577
510,85.0,9.0,42.0,4.54,21.2,2.0,787,39.2,6.668228249688052,1.5129272323175496
7,89.0,4.0,62.4,9.48,28.2,15.0,1080,60.0,6.984716321044192,2.249184421752157
316,93.0,4.0,38.4,4.37,20.8,0.0,786,54.5,6.666956793701472,1.4747632379404243
341,83.0,4.0,49.8,13.09,30.6,52.0,1626,54.1,7.393878290722762,2.5718486563159995
275,84.0,4.0,22.4,3.48,18.4,18.0,1064,56.9,6.969790670841439,1.2470325811426637
603,86.0,13.0,100.0,79.28,83.5,90.0,3843,40.8,8.254008590825057,4.372985902635254
654,97.0,15.0,41.2,4.56,20.8,10.0,780,41.2,6.6592939209656885,1.5173228428245162
218,83.0,4.0,18.0,3.48,20.4,39.0,1270,55.7,7.146772180240038,1.2470325811426637
244,83.0,4.0,18.8,3.37,20.0,37.0,1214,55.3,7.101675972443167,1.2149130411001314
133,83.0,4.0,54.5,12.71,30.6,32.0,1604,58.0,7.380255789049901,2.542389163879566
475,84.0,9.0,63.1,16.22,31.0,56.0,4052,43.5,8.306965865615366,2.786245110339546
465,87.0,9.0,16.9,7.48,25.9,45.0,3043,43.9,8.020599150225594,2.0122329256762166
102,82.0,4.0,21.2,3.34,18.8,39.0,1135,56.1,7.03438793079656,1.2059711063897618
92,84.0,4.0,39.6,7.71,26.3,40.0,1307,56.5,7.175489714389333,2.042518317276916
232,82.0,4.0,21.6,3.6,19.6,15.0,1169,54.5,7.0639039623275,1.2809341232398035
44,82.0,4.0,48.6,8.62,25.9,31.0,1414,58.8,7.2541778471637315,2.154085200684876
735,90.0,17.0,100.0,108.31,83.5,112.0,5357,45.5,8.586159396067632,4.684997495080403
16,85.0,4.0,36.9,8.52,27.1,32.0,1569,56.5,7.358193753370381,2.142416458212109
308,89.0,4.0,38.8,4.27,20.4,0.0,808,54.1,6.694562059758719,1.4516140614325432
441,83.0,9.0,19.6,9.23,27.5,59.0,3068,48.2,8.028781162813091,2.222459156857117
324,83.0,4.0,29.8,8.21,27.1,53.0,1804,54.9,7.497761701176893,2.1053530452670093
329,82.0,4.0,35.7,9.64,29.0,51.0,1651,53.3,7.409136444525822,2.2659212123568886
512,86.0,9.0,83.5,30.25,36.5,39.0,2313,42.7,7.746300662663778,3.409496217534701
665,96.0,15.0,23.5,6.4,25.1,27.0,2231,41.2,7.710205194880762,1.856298146615614
293,85.0,4.0,43.9,4.72,22.0,10.0,795,56.1,6.678342115912193,1.5518090114618484
543,84.0,12.0,19.6,7.28,25.9,20.0,2579,36.9,7.855157006269092,1.9851309995712223
130,83.0,4.0,35.7,4.21,20.4,0.0,807,54.1,6.693323669509106,1.437462885223953
166,83.0,4.0,24.7,3.52,19.6,34.0,1125,55.7,7.02553831552741,1.2584612737008745
118,82.0,4.0,19.6,3.5,18.8,34.0,1183,55.7,7.075808864823696,1.252763254209613
236,83.0,4.0,54.5,9.12,27.5,34.0,1157,56.9,7.053585728057981,2.2104699137353565
664,95.0,14.0,17.3,8.69,27.5,84.0,3528,44.3,8.16848641741013,2.1621730543520927
651,95.0,15.0,36.5,4.11,20.0,0.0,801,39.2,6.685860948316798,1.4134232718171162
360,83.0,3.0,19.6,9.29,27.8,61.0,3154,52.9,8.05642676784004,2.228938660468368
655,96.0,14.0,94.5,67.1,43.9,72.0,4593,45.1,8.432288684543517,4.2061840588807655
142,83.0,4.0,50.6,12.31,30.2,35.0,1650,58.4,7.408530567500687,2.510412021431127
700,90.0,17.0,18.8,9.81,27.8,38.0,3789,38.8,8.239857411282523,2.2834023755140658
248,83.0,4.0,28.2,4.82,21.6,35.0,1777,56.9,7.482681828717397,1.5727741355313671
617,88.0,13.0,19.2,13.78,30.6,85.0,4829,45.9,8.482394686080625,2.6232183381544503
457,88.0,9.0,79.2,17.22,31.4,25.0,1100,40.0,7.003065459695553,2.846071557071592
179,83.0,4.0,38.4,4.3,20.4,0.0,798,54.9,6.682108598702942,1.4586152552576293
151,83.0,4.0,50.2,10.95,29.4,29.0,1469,56.5,7.292337176854613,2.3933395475867063
708,95.0,15.0,100.0,84.08,83.5,67.0,3976,41.2,8.288031568027973,4.4317687384621305
326,96.0,4.0,40.8,4.75,21.2,0.0,810,53.7,6.697034248901052,1.5581448285728434
201,84.0,4.0,47.5,8.44,27.1,38.0,1236,57.6,7.119635638826698,2.132982427091271
281,85.0,4.0,37.6,4.28,20.4,0.0,807,54.5,6.693323669509106,1.453953243238538
284,84.0,4.0,60.4,11.7,29.8,27.0,1324,56.1,7.18841273725224,2.459588927273792
352,93.0,4.0,35.3,4.15,20.4,0.0,814,52.2,6.701960367231042,1.4231085752064334
101,83.0,4.0,62.7,16.6,32.2,41.0,1778,55.3,7.483244416636279,2.80940275560346
41,81.0,4.0,68.2,13.69,29.8,25.0,1540,59.2,7.339537696057025,2.6166657123463737
674,94.0,15.0,100.0,90.36,83.5,98.0,4272,46.3,8.359837380874113,4.503801702666646
242,83.0,4.0,17.6,2.76,18.8,33.0,1040,55.7,6.946975993096957,1.0152310420478337
157,83.0,4.0,43.1,9.67,28.2,30.0,1526,56.5,7.33040521249971,2.2690284128778138
743,91.0,17.0,17.6,15.66,31.4,59.0,5786,41.6,8.663196485708912,2.7511097544196152
166,82.0,4.0,36.5,8.17,26.7,31.0,1527,54.9,7.331060305873511,2.100469031270925
556,88.0,12.0,40.4,31.28,35.7,152.0,5143,47.1,8.545391845969355,3.442978947646419
420,83.0,8.0,19.2,4.72,22.4,33.0,1667,50.2,7.418780883350674,1.5518090114618484
193,86.0,4.0,52.2,8.78,27.5,35.0,1144,57.3,7.042286172813869,2.1724765215422357
465,86.0,9.0,39.6,4.32,20.4,0.0,782,42.4,6.661854741824084,1.4632556337374738
418,83.0,8.0,100.0,40.67,83.5,52.0,2201,48.6,7.6966670819808,3.705490744507281
312,96.0,4.0,36.5,4.61,21.2,0.0,797,54.1,6.68085468004492,1.5282280739282734
546,85.0,12.0,100.0,110.39,83.1,83.0,5713,43.1,8.650499558899503,4.704019559089052
455,85.0,9.0,100.0,54.74,83.5,53.0,2622,41.2,7.871692664705034,4.00259472188071
599,88.0,14.0,40.0,4.56,20.0,8.0,890,36.5,6.791221463849781,1.5173228428245162
119,82.0,4.0,41.2,7.24,25.9,34.0,1074,55.3,6.979145275999909,1.9796213445191624
318,94.0,4.0,37.3,4.14,20.4,0.0,805,54.5,6.690842278660799,1.4206960293830877
707,95.0,17.0,39.6,4.35,20.4,0.0,784,33.3,6.664409021625918,1.4701760749856236
316,99.0,4.0,41.6,4.44,20.8,9.0,796,54.9,6.679599187100664,1.4906546016693334
596,89.0,14.0,47.1,16.89,29.4,82.0,2764,45.1,7.924434185249355,2.826721790026338
580,88.0,13.0,100.0,47.2,83.5,67.0,2438,40.0,7.798933310451389,3.85439391377795
208,84.0,4.0,55.3,13.76,30.6,37.0,1683,57.6,7.428333194784983,2.6217659051796134
28,81.0,4.0,60.4,10.3,29.0,28.0,1212,54.9,7.100027167454343,2.332143992322964
194,86.0,4.0,51.8,8.97,27.5,37.0,1210,57.3,7.098375639417233,2.193885787553419
147,83.0,4.0,59.6,11.72,29.8,30.0,1346,55.7,7.204892510947615,2.461296869473095
657,97.0,14.0,100.0,76.47,44.7,100.0,4622,47.5,8.438582791050683,4.336898520133158
289,87.0,4.0,40.4,4.54,20.8,0.0,793,54.5,6.675823222895882,1.5129272323175496
485,88.0,9.0,100.0,17.36,31.8,104.0,4870,50.6,8.490849216281974,2.854168766835889
149,83.0,4.0,36.9,4.15,20.4,0.0,798,55.3,6.682108598702942,1.4231085752064334
350,83.0,4.0,18.0,3.97,21.2,50.0,1467,52.9,7.290974778824645,1.3787663465882365
600,88.0,14.0,37.6,4.19,20.0,0.0,804,36.1,6.689599270422748,1.4327009725975024
383,83.0,8.0,88.2,24.97,35.3,61.0,1953,48.2,7.577121931388712,3.2176751443397387
269,83.0,4.0,33.3,4.76,22.0,29.0,972,54.9,6.879355805489245,1.56024787832734
387,88.0,7.0,100.0,37.65,43.1,54.0,2042,47.1,7.6216849992143265,3.628332980806327
156,83.0,4.0,39.2,9.01,27.5,31.0,1539,56.5,7.338888134488652,2.1983351826080315
28,81.0,4.0,18.0,3.08,18.4,28.0,1058,55.3,6.964135613363425,1.1249299216607551
333,82.0,4.0,35.7,7.47,24.7,49.0,1411,53.7,7.252053952561531,2.0108951330135256
310,96.0,4.0,42.7,4.73,21.2,1.0,813,54.1,6.700731110777823,1.5539254139203098
672,93.0,15.0,100.0,76.81,83.5,66.0,3732,40.8,8.224699562235187,4.341334853029728
364,91.0,7.0,19.2,5.36,22.7,71.0,1978,52.9,7.589841512688219,1.6789641616498574
205,85.0,4.0,50.6,9.54,28.2,36.0,1293,57.3,7.164720379545253,2.2554935902819926
431,85.0,9.0,18.0,7.9,26.7,71.0,2902,49.0,7.973155433788723,2.0668628860552465
245,83.0,4.0,19.6,3.57,20.4,36.0,1248,55.3,7.129297549730655,1.2725658759035532
746,92.0,17.0,94.5,23.21,34.9,21.0,1790,32.5,7.48997089939346,3.144583263371222
300,86.0,4.0,39.6,4.49,20.4,8.0,782,54.5,6.661854741824084,1.5018529244712877
520,86.0,10.0,100.0,60.53,83.5,76.0,2870,45.5,7.962067309102099,4.103139126424329
538,85.0,11.0,92.9,49.09,39.2,114.0,3453,43.9,8.146998697679596,3.893655368440709
211,84.0,4.0,45.9,8.84,27.5,39.0,1296,57.6,7.167037877683825,2.1792869897717173
467,86.0,9.0,100.0,69.83,83.1,82.0,3388,45.5,8.127995056067105,4.246063731178436
21,83.0,4.0,22.4,4.37,22.0,36.0,1704,55.7,7.440733707976116,1.4747632379404243
255,83.0,4.0,19.6,3.57,20.4,36.0,1248,55.3,7.129297549730655,1.2725658759035532
497,86.0,10.0,17.6,9.49,28.2,78.0,3522,44.7,8.16678428934008,2.250238717995909
411,83.0,8.0,100.0,31.81,38.0,76.0,2085,51.0,7.642524134712518,3.459780737197707
211,83.0,4.0,28.6,5.43,23.1,38.0,1295,55.7,7.166265974905839,1.6919393181078897
739,89.0,17.0,100.0,91.93,83.5,67.0,4248,37.3,8.35420356315718,4.521027428753505
663,96.0,14.0,100.0,76.29,83.5,113.0,3738,45.9,8.22630598828303,4.334541881210016
610,88.0,13.0,16.9,9.15,27.8,66.0,3606,39.6,8.190354404040578,2.213753988577041
127,83.0,4.0,41.6,6.97,25.5,36.0,1174,55.7,7.068172001239831,1.9416153682444448
513,91.0,10.0,100.0,101.24,83.5,95.0,4939,51.8,8.504918160743095,4.617493945554442
618,96.0,14.0,94.5,67.1,43.9,72.0,4593,45.1,8.432288684543517,4.2061840588807655
610,93.0,14.0,18.4,5.9,23.5,25.0,2255,44.7,7.720905252380238,1.7749525204031849
282,85.0,4.0,36.5,4.12,20.4,0.0,822,54.5,6.711740396272725,1.4158534060798522
48,82.0,4.0,19.2,3.73,20.8,39.0,1321,56.9,7.186144305279328,1.316408501752203
153,83.0,4.0,63.9,10.38,29.0,26.0,1109,54.9,7.011213988252081,2.339880974076852
525,86.0,10.0,100.0,79.24,50.2,85.0,3992,45.5,8.292047637681856,4.372481234450239
549,88.0,10.0,100.0,72.88,83.5,119.0,3664,47.1,8.206310726066947,4.288814266672889
2,93.0,4.0,41.2,10.29,29.0,10.0,1692,56.9,7.433666540757185,2.331172647027683
435,84.0,9.0,96.1,51.38,83.5,61.0,1801,42.4,7.4960973457312035,3.9392490111445633
444,83.0,9.0,100.0,24.68,32.5,81.0,4242,48.2,8.352790135360365,3.205993239555825
635,93.0,15.0,100.0,76.81,83.5,66.0,3732,40.8,8.224699562235187,4.341334853029728
705,92.0,17.0,94.5,23.21,34.9,21.0,1790,32.5,7.48997089939346,3.144583263371222
197,85.0,4.0,50.6,9.54,28.2,36.0,1293,57.3,7.164720379545253,2.2554935902819926
699,90.0,17.0,17.6,13.92,30.6,54.0,5264,40.8,8.568646473195123,2.6333267267453517
323,95.0,4.0,18.4,3.4,20.0,13.0,1271,54.9,7.147559271976236,1.2237757257397197
192,86.0,4.0,54.5,8.88,27.5,34.0,1122,57.3,7.022868086973907,2.183801669616685
169,82.0,4.0,20.0,3.27,18.8,31.0,1067,55.3,6.97260625223896,1.184790290719513
611,88.0,13.0,16.5,7.78,26.3,30.0,3104,38.8,8.040446881625273,2.0515564667249966
631,93.0,15.0,40.0,4.42,20.4,0.0,767,32.9,6.642486802671037,1.4861399223339251
202,86.0,4.0,51.8,8.97,27.5,37.0,1210,57.3,7.098375639417233,2.193885787553419
133,82.0,4.0,69.8,19.96,32.5,27.0,1867,56.1,7.532088144077341,2.9937303209835173
163,82.0,4.0,21.6,3.16,18.8,33.0,1058,54.9,6.964135613363425,1.150572344054467
408,83.0,8.0,100.0,35.19,65.9,69.0,2042,48.6,7.6216849992143265,3.5607619797506573
388,88.0,7.0,25.1,22.18,33.7,60.0,2096,49.0,7.647786045918032,3.099191027007883
189,85.0,4.0,51.8,8.4,27.1,33.0,1108,57.6,7.010311868209756,2.12823182489688
677,95.0,15.0,16.9,6.25,24.3,73.0,2593,44.7,7.860570785924318,1.8325816237482973
95,85.0,4.0,45.5,7.73,26.3,36.0,1155,56.9,7.051855623821695,2.0451089919654284
702,99.0,15.0,46.7,17.49,32.2,49.0,2263,42.0,7.724446646075428,2.861629346206038
550,87.0,10.0,18.4,9.39,28.2,98.0,3492,45.1,8.158229917245862,2.2396453997164385
230,82.0,4.0,17.6,4.39,21.6,29.0,1621,55.3,7.390798522352579,1.479329454877487
317,99.0,4.0,41.6,4.51,20.8,8.0,802,54.9,6.687108609113397,1.5062973752440525
240,83.0,4.0,15.3,3.03,20.0,39.0,1304,57.3,7.1731917432534695,1.1085629495542266
436,83.0,9.0,100.0,66.59,83.5,79.0,3203,44.7,8.071843149921365,4.198554431139801
433,85.0,9.0,100.0,54.74,83.5,53.0,2622,41.2,7.871692664705034,4.00259472188071
596,87.0,13.0,100.0,106.95,83.5,159.0,5227,45.5,8.561592778904236,4.672361444878578
338,83.0,4.0,48.2,12.38,29.8,55.0,1912,54.9,7.555905094134359,2.5160823480318912
111,82.0,4.0,41.6,9.46,27.8,32.0,1543,55.3,7.341483853011249,2.2470724887720266
638,95.0,15.0,100.0,66.3,83.5,103.0,3350,47.5,8.11671562511762,4.194189912274773
584,88.0,13.0,19.6,11.48,29.8,72.0,4021,42.7,8.299285907145968,2.4406064779994305
510,90.0,10.0,100.0,81.0,83.5,91.0,3901,52.5,8.268988209763002,4.394449167018117
511,90.0,10.0,100.0,96.31,83.5,105.0,4627,53.7,8.439663989123122,4.567572165955911
264,83.0,4.0,34.1,5.11,21.6,3.0,819,53.3,6.708084085074071,1.6311995999103102
641,90.0,14.0,58.4,9.41,28.2,20.0,1060,41.2,6.966024188049509,2.2417730598672083
159,83.0,4.0,48.6,10.25,28.6,29.0,1451,56.9,7.280008253573368,2.327277803145388
253,82.0,4.0,33.3,5.41,23.1,33.0,1102,54.9,7.004881990620301,1.6882492777012568
458,88.0,9.0,100.0,19.74,32.9,59.0,5662,43.5,8.641532465848462,2.9826470846638955
359,82.0,4.0,72.5,16.57,32.2,55.0,1475,51.8,7.296413269451886,2.8075938917885
660,100.0,15.0,40.4,14.29,29.8,47.0,2497,43.1,7.822845290680254,2.65956006192078
412,84.0,9.0,18.0,6.39,24.7,47.0,2237,45.1,7.712890961937156,1.854734424883954
209,83.0,4.0,27.1,5.0,22.4,38.0,1269,56.1,7.14598446850241,1.6094381124340804
250,83.0,4.0,40.4,8.3,26.7,32.0,1422,55.3,7.259819611066421,2.116255635284473
302,93.0,4.0,38.4,4.4,20.8,0.0,799,54.5,6.683360947017839,1.481604768196917
670,93.0,15.0,38.8,3.87,20.0,8.0,797,34.9,6.68085468004492,1.35325476543959
62,82.0,4.0,36.1,4.26,20.4,0.0,803,54.5,6.688354715192092,1.4492693950230355
216,84.0,4.0,38.8,4.79,20.0,38.0,1234,56.1,7.118016205275706,1.5665306201910694
472,85.0,9.0,50.2,15.16,31.4,86.0,2822,44.7,7.945201132767118,2.718660446177284
534,86.0,11.0,100.0,73.34,83.5,133.0,3669,44.3,8.207674424627836,4.295106176278304
119,83.0,4.0,39.6,6.79,25.1,35.0,1139,55.7,7.037905964325145,1.915451088845999
4,90.0,4.0,69.8,9.2,27.5,8.0,955,57.3,6.861711341527851,2.219203592750641
687,94.0,15.0,35.7,3.65,19.2,7.0,890,39.2,6.791221463849781,1.2947274415669654
37,81.0,4.0,69.0,14.05,31.0,29.0,1380,55.7,7.229838778875888,2.6426224669541294
567,86.0,13.0,100.0,61.34,83.5,55.0,2851,31.8,7.955425089263426,4.116432174988681
313,97.0,4.0,42.4,4.67,21.6,0.0,792,54.1,6.674561393077052,1.5411592858135454
197,85.0,4.0,51.8,8.4,27.1,33.0,1108,57.6,7.010311868209756,2.12823182489688
625,88.0,14.0,18.4,6.56,25.1,31.0,2352,39.2,7.763021309443688,1.8809907553950105
99,84.0,4.0,39.6,7.71,26.3,40.0,1307,56.5,7.175489714389333,2.042518317276916
277,82.0,4.0,30.2,5.58,24.7,25.0,1154,52.9,7.0509894479345965,1.719188955604673
614,94.0,14.0,36.9,3.9,20.0,0.0,812,38.4,6.699500341393205,1.3609768095458243
14,88.0,4.0,21.6,3.81,19.2,34.0,1098,58.4,7.001245622980223,1.3376294516057667
569,85.0,11.0,100.0,70.75,83.5,132.0,3571,43.5,8.180600947874481,4.259152550657623
672,91.0,16.0,100.0,63.31,83.5,74.0,2860,40.8,7.958576904163548,4.148043310351328
574,88.0,13.0,18.0,10.02,28.6,82.0,3804,39.6,8.243808423928161,2.3045831954571128
290,84.0,4.0,60.4,8.26,26.7,20.0,928,56.5,6.833031733863787,2.1114247085982547
661,99.0,15.0,46.7,17.49,32.2,49.0,2263,42.0,7.724446646075428,2.861629346206038
136,83.0,4.0,21.6,2.77,19.2,33.0,1031,58.0,6.938284484986892,1.0188476812100125
643,93.0,15.0,45.5,14.94,31.0,34.0,2291,36.5,7.736743682889986,2.704042246639073
461,86.0,9.0,18.4,7.68,26.3,76.0,2807,49.4,7.939871576718135,2.038619677367905
401,84.0,8.0,18.8,9.2,29.8,52.0,2110,46.3,7.654443226944045,2.219203592750641
3,91.0,4.0,55.7,7.25,25.9,11.0,863,56.9,6.760414692242176,1.9810016067976084
393,87.0,7.0,17.6,4.73,22.4,60.0,1825,51.0,7.509335266564537,1.5539254139203098
707,96.0,15.0,23.1,12.02,33.3,41.0,1942,38.4,7.571473649366204,2.4865720123017336
445,83.0,9.0,19.2,10.09,28.6,33.0,3584,46.7,8.18423477437384,2.3115449334735403
633,93.0,15.0,38.8,3.87,20.0,8.0,797,34.9,6.68085468004492,1.35325476543959
81,83.0,4.0,19.6,3.61,20.4,23.0,1282,56.1,7.156176638260646,1.2837080493530617
503,85.0,10.0,41.2,4.6,20.8,0.0,779,38.8,6.658011047154445,1.52605652088633
106,83.0,4.0,23.9,1.98,17.6,31.0,933,55.3,6.838405201919155,0.6830973497568213
89,84.0,4.0,77.6,14.86,32.5,22.0,984,55.7,6.891625898068513,2.6986731065843617
585,88.0,14.0,20.4,4.33,21.2,29.0,1634,38.0,7.398786276031943,1.4655677729612542
322,95.0,4.0,15.3,2.72,17.3,16.0,1137,55.3,7.036148494630043,1.0006322479548972
488,86.0,10.0,33.7,12.03,29.8,47.0,2434,46.3,7.797291273958319,2.487403613112104
171,82.0,4.0,20.4,1.98,18.8,29.0,998,55.7,6.905753277313468,0.6830973497568213
